jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout
94.09,71.02,50.26,ICSE,62.72,1,FIITJEE,4.2,Low,Upto 10th,Semi-Urban,Low,No,Yes,0
85.8,42.25,41.24,ICSE,75.44,1,Allen,6.4,High,12th,Rural,High,No,Yes,0
84.17,75.73,59.37,CBSE,87.57,2,Allen,5.9,Low,Graduate,Rural,High,No,No,1
65.62,87.53,60.5,ICSE,92.43,2,None,3.4,High,Upto 10th,Rural,High,No,Yes,0
59.55,63.21,79.32,CBSE,71.83,2,FIITJEE,3.3,Mid,12th,Rural,High,Yes,No,0
85.37,87.76,67.89,State,58.4,1,Local,1.1,Low,Graduate,Urban,Low,No,Yes,0
84.26,62.96,81.6,State,83.4,2,FIITJEE,3.6,Mid,Upto 10th,Urban,Low,Yes,No,0
92.62,79.59,52.1,State,72.24,1,Allen,1.0,High,Upto 10th,Urban,Medium,Yes,Yes,0
63.54,30.5,79.58,State,84.43,2,None,8.6,Low,Graduate,Rural,High,No,Yes,0
68.79,100.0,76.65,ICSE,77.81,2,FIITJEE,2.8,Low,PG,Urban,Low,Yes,No,1
49.05,89.93,43.78,CBSE,66.17,1,None,6.7,Mid,PG,Rural,Low,Yes,No,0
66.51,61.45,83.87,State,75.58,2,None,8.1,High,PG,Rural,High,Yes,No,0
85.95,34.45,69.12,State,88.08,1,Allen,4.9,High,PG,Semi-Urban,High,No,No,0
65.47,70.61,72.7,CBSE,73.51,1,FIITJEE,4.3,Low,Upto 10th,Semi-Urban,Medium,No,Yes,0
80.97,42.9,57.62,CBSE,64.65,1,FIITJEE,1.9,Low,PG,Rural,High,No,Yes,1
69.33,73.12,83.3,CBSE,59.11,2,FIITJEE,3.5,Low,Graduate,Semi-Urban,Medium,Yes,No,1
76.54,72.59,53.77,CBSE,67.28,2,None,7.7,Low,Upto 10th,Semi-Urban,Medium,Yes,Yes,0
55.93,50.94,77.99,CBSE,70.9,2,Local,5.2,Low,PG,Semi-Urban,High,No,No,1
73.19,83.94,77.85,ICSE,83.2,1,FIITJEE,4.6,High,Graduate,Semi-Urban,High,No,Yes,0
30.12,78.89,56.31,CBSE,63.79,2,Allen,7.1,Low,12th,Urban,Low,No,Yes,0
69.38,81.61,91.8,ICSE,90.54,2,None,5.9,Mid,Upto 10th,Semi-Urban,High,No,No,0
49.17,66.14,70.78,CBSE,61.63,2,Local,4.2,Low,Graduate,Rural,High,Yes,No,1
88.88,43.35,75.85,CBSE,98.31,2,FIITJEE,4.9,Low,PG,Semi-Urban,Medium,Yes,No,1
82.88,81.65,49.67,State,92.26,2,Local,3.0,High,Graduate,Semi-Urban,High,Yes,No,0
78.53,61.67,93.41,State,76.41,1,None,3.4,High,Upto 10th,Urban,Low,Yes,No,0
93.29,43.76,53.31,State,58.52,2,Local,4.1,High,12th,Urban,Low,No,No,0
58.72,87.63,80.3,State,74.45,2,None,5.6,Mid,PG,Urban,High,No,Yes,0
96.46,99.59,56.06,State,71.13,2,Local,2.0,High,Graduate,Semi-Urban,High,Yes,Yes,0
85.05,65.34,60.57,State,62.26,1,Local,4.7,Low,12th,Rural,Medium,No,Yes,0
68.69,100.0,77.47,CBSE,77.91,2,None,3.7,High,Upto 10th,Urban,High,Yes,No,0
87.9,67.46,80.33,CBSE,66.76,1,Local,2.7,Mid,PG,Semi-Urban,Medium,No,Yes,0
56.51,59.91,52.74,State,67.85,1,Allen,3.7,Low,12th,Semi-Urban,High,No,No,1
60.46,55.91,81.09,State,72.96,2,FIITJEE,0.0,Low,Upto 10th,Semi-Urban,Medium,Yes,Yes,0
63.48,92.19,80.54,State,69.25,1,Local,3.0,Mid,PG,Urban,Low,Yes,No,0
64.59,53.52,56.74,CBSE,95.78,1,Local,2.3,High,Graduate,Semi-Urban,High,Yes,Yes,0
57.21,77.76,87.18,State,69.64,1,Local,3.9,High,12th,Urban,High,Yes,Yes,0
89.12,57.05,50.52,State,79.41,2,FIITJEE,0.0,High,Upto 10th,Semi-Urban,Medium,Yes,No,0
68.38,58.64,60.5,CBSE,76.46,1,None,4.9,High,Graduate,Rural,Medium,No,No,0
76.94,82.48,73.75,CBSE,78.53,2,FIITJEE,6.3,Mid,PG,Rural,High,No,No,0
64.02,59.92,57.76,ICSE,79.29,2,Local,4.3,Mid,12th,Semi-Urban,Medium,No,No,0
46.51,59.52,71.17,State,83.81,1,None,5.5,High,Upto 10th,Urban,High,Yes,Yes,0
75.78,84.12,70.89,CBSE,77.66,1,Local,3.5,Mid,12th,Semi-Urban,Low,Yes,No,0
45.23,91.56,65.76,ICSE,77.25,1,None,1.4,Low,Graduate,Rural,Medium,Yes,No,1
71.04,76.32,77.99,CBSE,75.58,2,Local,4.5,High,Graduate,Semi-Urban,High,No,No,0
52.84,55.52,65.26,ICSE,73.62,2,Local,5.9,Low,Upto 10th,Urban,Low,No,Yes,0
99.82,57.83,70.78,ICSE,65.88,1,None,1.9,Low,12th,Urban,High,No,No,1
84.76,67.28,81.76,State,74.39,1,Allen,3.6,Low,12th,Urban,High,No,No,1
73.48,71.13,77.49,State,77.41,2,FIITJEE,4.0,High,Graduate,Urban,Low,No,Yes,0
89.69,50.19,77.43,ICSE,79.02,2,None,10.0,High,12th,Rural,Medium,Yes,No,0
60.15,77.57,54.21,State,76.8,2,FIITJEE,4.9,High,12th,Urban,Low,No,No,0
79.61,67.37,74.3,CBSE,72.67,1,Allen,0.7,Mid,12th,Urban,High,Yes,No,1
74.8,38.55,57.46,CBSE,74.43,1,Allen,0.2,High,Upto 10th,Rural,Low,Yes,Yes,0
75.7,51.14,52.62,ICSE,69.46,2,None,6.0,Low,Graduate,Urban,High,No,No,1
89.81,57.93,67.14,ICSE,78.13,2,Allen,9.5,High,PG,Rural,Low,No,No,0
82.25,64.83,57.15,CBSE,72.79,1,Allen,3.9,Mid,Upto 10th,Urban,Medium,No,Yes,0
76.04,96.23,77.49,CBSE,76.81,2,Local,3.8,High,Graduate,Urban,Low,No,Yes,0
48.83,69.81,77.77,ICSE,85.01,1,Local,5.4,Mid,Upto 10th,Urban,Low,Yes,Yes,0
58.56,52.55,45.17,CBSE,67.91,2,Allen,2.9,Low,PG,Urban,Medium,Yes,Yes,0
70.28,69.53,58.06,CBSE,80.97,2,Local,0.0,Low,Upto 10th,Semi-Urban,High,Yes,No,1
73.31,60.37,50.48,ICSE,75.33,2,Allen,6.6,Low,Upto 10th,Semi-Urban,Low,No,No,1
56.18,71.2,62.45,State,95.21,2,Local,3.3,Low,PG,Urban,High,Yes,Yes,0
100.0,75.29,73.46,CBSE,72.84,1,Allen,6.6,Low,12th,Urban,Low,Yes,Yes,0
93.23,85.35,65.09,State,81.95,2,Allen,3.0,Low,Graduate,Urban,Medium,Yes,No,1
80.43,65.61,60.92,State,75.15,2,FIITJEE,4.7,Mid,PG,Semi-Urban,Low,Yes,Yes,0
73.01,92.22,83.6,CBSE,61.12,1,Allen,6.2,Low,Upto 10th,Urban,High,Yes,Yes,0
69.03,80.53,40.34,State,69.79,1,FIITJEE,6.6,High,12th,Rural,High,Yes,No,0
58.67,54.68,82.84,ICSE,83.8,1,None,5.0,Mid,Upto 10th,Semi-Urban,Medium,Yes,Yes,0
73.08,100.0,61.47,CBSE,70.67,2,Allen,4.9,Mid,12th,Semi-Urban,High,Yes,No,0
75.61,71.23,67.06,CBSE,52.8,1,Allen,5.7,High,Upto 10th,Semi-Urban,Medium,No,No,0
54.62,52.64,61.67,State,74.69,2,FIITJEE,5.4,High,Graduate,Urban,Medium,Yes,Yes,0
76.68,92.45,86.51,CBSE,64.08,1,Allen,1.9,High,Graduate,Rural,High,No,Yes,1
69.83,99.24,53.23,CBSE,76.32,2,Local,2.0,High,Upto 10th,Semi-Urban,High,No,Yes,0
45.29,65.47,68.14,State,90.51,1,FIITJEE,0.3,High,PG,Rural,Medium,Yes,No,0
59.95,57.94,74.33,State,82.69,1,FIITJEE,6.0,Low,Upto 10th,Rural,High,Yes,Yes,0
66.21,63.24,48.67,CBSE,90.37,1,Local,3.7,Mid,Upto 10th,Rural,Medium,Yes,Yes,0
98.43,77.44,56.96,CBSE,69.38,2,Allen,6.1,High,PG,Urban,Low,No,No,0
79.79,86.45,66.22,ICSE,73.57,2,None,5.3,High,PG,Urban,High,Yes,No,0
53.3,75.13,57.36,ICSE,64.56,1,None,2.5,Mid,Upto 10th,Urban,High,Yes,Yes,0
78.8,67.63,58.21,CBSE,68.16,2,None,4.3,Mid,12th,Semi-Urban,Medium,No,No,0
50.34,89.97,63.8,CBSE,65.73,2,FIITJEE,3.6,Low,Graduate,Semi-Urban,Low,Yes,No,1
87.16,60.99,75.79,ICSE,61.93,2,FIITJEE,3.3,Mid,12th,Rural,Low,Yes,Yes,0
65.4,82.49,63.89,State,88.66,2,Local,6.3,High,PG,Semi-Urban,High,No,No,0
70.69,61.39,80.94,CBSE,54.08,2,Allen,9.5,Mid,Graduate,Urban,Medium,No,Yes,0
90.56,72.9,56.03,ICSE,88.7,1,Local,6.7,High,Upto 10th,Urban,Medium,Yes,No,0
53.98,64.18,52.98,ICSE,87.46,2,FIITJEE,4.4,Mid,Graduate,Urban,High,Yes,Yes,0
52.44,65.11,91.12,CBSE,80.0,1,None,7.0,Mid,Upto 10th,Urban,Low,Yes,Yes,0
63.83,59.96,60.1,CBSE,63.85,1,Allen,7.9,Low,Upto 10th,Rural,Medium,No,Yes,0
86.54,87.52,52.27,ICSE,59.18,1,None,1.7,High,PG,Semi-Urban,Medium,No,No,0
50.73,54.27,47.1,CBSE,69.52,2,Allen,6.9,Low,12th,Urban,High,No,No,1
32.35,54.16,80.9,State,81.25,2,None,6.0,Low,PG,Rural,High,Yes,No,1
65.68,99.94,63.9,CBSE,75.03,1,Allen,6.9,High,PG,Semi-Urban,Low,No,Yes,0
79.72,81.65,64.96,ICSE,64.57,1,None,6.1,Mid,Graduate,Rural,Low,Yes,Yes,0
88.8,27.84,66.09,ICSE,86.48,1,Local,4.0,Low,12th,Urban,Medium,No,No,1
65.52,56.96,80.16,CBSE,91.84,1,FIITJEE,8.6,Mid,12th,Urban,High,Yes,Yes,0
66.24,37.01,65.85,ICSE,72.73,2,Local,5.2,Mid,12th,Urban,High,No,Yes,0
88.15,50.79,96.13,State,76.09,1,None,3.6,Low,12th,Semi-Urban,High,Yes,No,1
45.82,15.78,69.61,CBSE,59.91,1,Allen,5.5,Low,Graduate,Urban,Low,No,Yes,0
66.56,63.81,80.74,CBSE,70.86,2,Local,6.4,Low,Graduate,Semi-Urban,Low,Yes,No,1
74.67,47.73,77.66,ICSE,80.1,1,None,4.7,Mid,PG,Rural,Medium,No,No,0
78.29,66.96,67.56,State,78.55,2,FIITJEE,5.3,High,PG,Semi-Urban,High,Yes,Yes,0
64.86,40.0,60.96,CBSE,69.92,1,Allen,4.7,High,12th,Rural,Low,No,No,0
72.48,67.33,71.98,ICSE,72.26,2,Local,3.2,Low,PG,Semi-Urban,High,No,No,1
37.16,59.36,74.12,CBSE,70.53,2,FIITJEE,2.9,Mid,Graduate,Urban,Low,Yes,Yes,0
62.78,90.03,61.13,State,72.22,2,None,1.7,Low,PG,Urban,High,Yes,No,1
78.35,88.58,70.0,ICSE,79.23,1,Allen,7.5,Mid,Upto 10th,Rural,Medium,No,No,0
58.25,78.57,82.83,CBSE,55.32,2,None,4.1,High,PG,Semi-Urban,Low,No,Yes,0
72.83,60.77,92.84,ICSE,74.26,1,Allen,0.0,High,Graduate,Semi-Urban,Low,Yes,Yes,0
78.26,97.77,78.25,ICSE,78.5,2,FIITJEE,5.3,Low,12th,Rural,Medium,No,No,1
67.2,41.15,90.35,State,69.3,2,FIITJEE,5.3,Low,Upto 10th,Semi-Urban,Medium,No,No,1
74.39,43.54,60.45,State,70.21,2,FIITJEE,0.8,High,Upto 10th,Semi-Urban,High,Yes,No,1
58.52,64.66,76.42,CBSE,70.5,1,Local,2.8,Mid,Upto 10th,Rural,Low,No,Yes,0
69.11,100.0,84.06,ICSE,70.21,2,Local,2.7,High,PG,Rural,High,Yes,No,0
80.54,62.76,57.24,ICSE,75.06,2,Local,3.0,Mid,PG,Rural,High,Yes,No,0
74.2,63.07,62.17,ICSE,76.29,2,None,6.9,Low,Upto 10th,Semi-Urban,High,Yes,Yes,0
63.79,42.93,88.85,CBSE,53.99,2,Local,4.2,High,Upto 10th,Rural,Low,No,No,0
75.14,81.13,56.3,State,81.53,1,Allen,3.6,Low,12th,Rural,Medium,No,Yes,0
82.0,81.25,51.91,State,72.1,1,FIITJEE,6.7,High,12th,Rural,High,No,Yes,0
43.3,78.63,86.34,ICSE,94.33,2,None,5.5,Low,Upto 10th,Rural,Low,No,Yes,0
88.23,55.93,82.36,CBSE,63.08,2,None,1.0,High,12th,Urban,High,Yes,Yes,1
67.29,54.69,73.19,ICSE,66.33,2,Local,3.3,High,Graduate,Urban,Medium,Yes,No,0
77.96,45.31,67.45,State,72.97,2,Allen,5.1,Low,PG,Urban,Medium,No,Yes,0
88.76,67.34,62.74,ICSE,79.13,1,FIITJEE,2.6,High,12th,Rural,Low,Yes,Yes,0
52.8,48.71,71.38,ICSE,55.49,2,None,8.6,High,Graduate,Semi-Urban,Low,No,Yes,0
62.07,47.16,86.96,ICSE,66.71,2,FIITJEE,4.7,High,PG,Urban,Medium,No,Yes,0
67.96,59.22,70.86,State,80.91,1,Allen,3.0,High,12th,Rural,Low,Yes,No,0
61.03,58.17,94.0,CBSE,65.52,2,FIITJEE,2.3,Low,PG,Urban,Medium,No,No,1
96.29,57.39,57.22,ICSE,88.7,2,Local,6.4,Low,Graduate,Urban,High,Yes,Yes,0
60.01,73.46,67.76,State,70.46,1,FIITJEE,3.2,High,Graduate,Rural,Medium,Yes,No,0
64.22,67.26,63.52,ICSE,66.01,2,None,5.3,High,PG,Rural,High,No,Yes,0
74.86,61.39,54.98,CBSE,81.1,1,Local,2.2,Low,Upto 10th,Urban,Low,Yes,Yes,0
55.17,68.93,66.16,ICSE,91.08,2,Local,4.6,High,12th,Rural,High,Yes,No,0
66.46,50.14,73.01,CBSE,79.16,1,Local,3.2,Mid,Upto 10th,Urban,Medium,No,Yes,0
76.44,67.68,74.29,State,87.6,1,Local,3.9,Low,Graduate,Urban,Low,Yes,No,1
67.34,68.41,94.05,CBSE,91.77,2,None,2.9,High,PG,Urban,Low,No,Yes,0
70.69,41.95,73.57,CBSE,65.78,2,Allen,6.6,Mid,12th,Urban,Medium,Yes,Yes,0
64.59,81.93,81.8,State,84.38,2,Allen,3.5,High,12th,Semi-Urban,Low,Yes,Yes,0
50.8,51.9,68.79,CBSE,59.77,2,Local,4.2,High,Upto 10th,Semi-Urban,Medium,No,No,0
76.5,67.44,88.14,CBSE,79.25,1,Allen,4.3,High,12th,Rural,High,No,Yes,0
96.57,84.63,96.78,State,74.29,2,None,7.7,Mid,12th,Semi-Urban,High,Yes,Yes,0
72.26,80.81,74.37,CBSE,87.43,2,Allen,6.3,Mid,12th,Semi-Urban,Low,No,Yes,0
75.15,66.55,56.09,CBSE,86.72,2,Allen,6.1,Low,Graduate,Rural,Medium,Yes,No,1
81.7,60.2,61.41,ICSE,80.7,1,None,1.3,High,Upto 10th,Urban,Medium,Yes,Yes,0
54.23,81.16,71.38,CBSE,77.98,1,Allen,3.2,High,Graduate,Semi-Urban,High,No,No,0
95.84,76.8,73.48,CBSE,80.08,1,Local,6.9,Mid,PG,Semi-Urban,High,Yes,No,0
74.83,56.11,76.38,CBSE,75.62,1,Local,2.2,High,PG,Semi-Urban,Low,Yes,No,0
94.85,53.28,73.52,State,74.39,1,None,4.7,High,Upto 10th,Semi-Urban,Medium,No,No,0
61.74,32.84,68.08,CBSE,89.43,2,Local,2.4,High,PG,Urban,Low,No,Yes,0
97.45,68.46,60.37,State,90.63,2,Local,2.6,Mid,Graduate,Rural,Low,No,Yes,0
82.85,64.68,72.81,State,73.58,2,Local,7.9,High,Graduate,Semi-Urban,Low,No,No,0
79.74,84.18,90.26,CBSE,77.38,1,Local,5.9,High,Graduate,Semi-Urban,Medium,Yes,No,0
75.28,71.74,80.24,CBSE,75.82,2,Local,6.5,Low,Graduate,Semi-Urban,High,Yes,Yes,0
68.52,87.35,74.42,CBSE,58.88,1,Allen,6.1,High,Upto 10th,Semi-Urban,Medium,Yes,Yes,0
88.81,54.84,80.35,CBSE,71.64,1,None,4.2,Mid,12th,Rural,Medium,Yes,Yes,0
73.97,84.21,63.55,CBSE,91.0,1,FIITJEE,3.1,Mid,PG,Urban,Medium,Yes,Yes,0
44.46,57.54,61.9,CBSE,67.5,1,None,3.7,High,Upto 10th,Rural,Low,Yes,No,0
56.36,78.44,59.03,CBSE,96.15,1,None,4.1,Low,12th,Semi-Urban,Low,No,Yes,0
69.4,42.66,66.5,State,86.72,2,None,8.1,High,Upto 10th,Semi-Urban,Medium,No,No,0
76.34,69.76,62.94,ICSE,79.01,2,Allen,1.8,High,PG,Rural,Low,Yes,Yes,0
71.21,34.24,82.5,State,80.61,2,None,3.4,High,Upto 10th,Urban,Low,Yes,No,0
89.07,61.73,62.3,CBSE,65.83,2,None,2.7,Mid,PG,Urban,High,Yes,No,0
44.68,73.05,58.37,ICSE,72.35,1,Allen,6.6,High,Upto 10th,Urban,Medium,No,Yes,0
74.01,57.66,91.31,ICSE,89.41,2,Local,8.2,Mid,Upto 10th,Urban,Medium,Yes,No,0
46.55,49.19,62.58,CBSE,68.85,2,FIITJEE,5.1,Low,Graduate,Rural,Low,No,Yes,0
82.64,79.54,69.84,CBSE,85.61,1,Local,5.3,High,Upto 10th,Rural,Medium,Yes,No,0
70.68,64.34,73.42,State,61.23,1,None,4.7,Mid,Upto 10th,Urban,Medium,No,No,0
77.87,58.17,54.36,ICSE,63.02,1,Local,5.4,Mid,12th,Rural,Medium,Yes,Yes,0
59.91,66.67,82.83,ICSE,94.01,2,Allen,6.0,Mid,Graduate,Rural,Medium,No,No,0
89.91,100.0,75.65,CBSE,74.88,2,FIITJEE,5.4,High,PG,Semi-Urban,Low,No,Yes,0
86.58,84.46,86.7,CBSE,69.62,2,Local,5.5,Low,Graduate,Rural,High,No,Yes,0
80.17,84.6,59.85,ICSE,88.63,1,None,6.1,Mid,Upto 10th,Rural,Low,Yes,No,0
70.19,72.97,69.19,ICSE,87.46,1,FIITJEE,0.9,High,PG,Urban,High,Yes,Yes,1
80.12,68.66,68.47,CBSE,84.21,1,None,4.5,Mid,Upto 10th,Rural,Medium,No,No,0
62.1,27.66,71.17,CBSE,69.3,1,Local,5.1,Mid,Graduate,Urban,Medium,Yes,Yes,0
83.98,55.14,50.54,CBSE,72.13,1,Local,5.3,High,Graduate,Semi-Urban,Medium,No,Yes,0
95.09,58.31,69.33,State,78.12,1,None,4.2,Mid,Upto 10th,Semi-Urban,Medium,No,No,0
86.99,36.0,50.88,State,81.94,2,FIITJEE,4.8,Mid,Upto 10th,Rural,Medium,No,No,0
61.79,47.48,72.3,CBSE,69.92,1,FIITJEE,3.1,High,Upto 10th,Rural,Medium,No,No,0
77.06,34.31,42.46,State,76.71,1,FIITJEE,1.0,Low,12th,Urban,Medium,Yes,Yes,0
53.9,65.39,45.78,ICSE,77.67,1,Local,6.5,Low,Graduate,Semi-Urban,High,Yes,Yes,0
80.01,79.1,77.82,ICSE,87.87,1,Local,2.2,Low,12th,Urban,Low,No,Yes,0
78.31,83.71,61.44,CBSE,82.54,1,None,4.2,Low,Graduate,Rural,Medium,No,No,1
45.82,72.64,56.15,ICSE,59.93,1,None,3.0,High,Graduate,Semi-Urban,Medium,No,No,0
55.74,50.59,83.25,ICSE,72.86,1,Allen,7.7,High,PG,Rural,Medium,Yes,No,0
68.04,35.09,71.93,ICSE,65.71,1,Allen,4.3,Low,PG,Semi-Urban,High,No,Yes,0
67.79,37.89,78.47,ICSE,80.68,1,Allen,3.9,High,Graduate,Urban,Medium,Yes,No,0
55.07,45.7,66.01,ICSE,84.23,2,None,6.0,Low,PG,Rural,Low,No,No,1
77.45,51.78,100.0,State,76.02,2,FIITJEE,8.8,Mid,Graduate,Rural,High,Yes,No,0
75.52,63.44,60.75,State,72.32,2,Allen,5.3,Mid,Graduate,Semi-Urban,High,No,Yes,0
69.28,49.77,88.93,CBSE,75.69,2,None,3.7,Mid,Upto 10th,Urban,Medium,No,No,0
61.42,71.42,67.26,ICSE,77.09,1,Local,5.9,Low,PG,Semi-Urban,High,Yes,Yes,0
86.68,62.28,48.15,State,68.6,2,FIITJEE,1.4,Mid,12th,Semi-Urban,Medium,Yes,No,0
95.18,66.17,73.79,State,62.81,2,Allen,4.6,Low,12th,Semi-Urban,Low,No,No,1
65.23,84.24,71.78,State,54.5,1,Local,8.5,High,PG,Rural,Low,No,Yes,0
63.43,47.12,55.38,ICSE,87.67,1,FIITJEE,4.8,Mid,Graduate,Urban,High,No,No,0
78.88,72.7,56.93,State,79.96,1,FIITJEE,4.7,Mid,12th,Urban,High,No,No,0
66.99,65.78,67.7,CBSE,78.63,1,Local,4.5,Mid,PG,Urban,Medium,No,Yes,0
70.05,60.66,72.2,CBSE,87.65,2,Allen,3.7,High,12th,Semi-Urban,High,Yes,No,0
82.36,80.16,38.35,ICSE,62.45,1,Allen,5.1,Low,Upto 10th,Urban,Low,No,Yes,0
45.27,80.06,80.64,CBSE,57.64,1,Local,6.1,Mid,Graduate,Urban,High,Yes,No,0
90.46,50.86,62.07,State,78.84,1,Local,3.8,Mid,Upto 10th,Rural,Low,Yes,No,0
73.02,63.09,52.02,ICSE,77.93,2,Local,0.0,Low,12th,Rural,Medium,Yes,No,1
66.24,70.5,79.29,CBSE,57.69,2,None,5.4,Mid,Graduate,Rural,Low,Yes,No,0
70.75,61.63,67.72,ICSE,78.6,1,FIITJEE,8.8,Mid,Graduate,Semi-Urban,High,No,No,0
71.47,75.36,82.59,State,71.0,2,Allen,3.7,Mid,Graduate,Rural,Low,No,Yes,0
47.76,70.5,73.26,CBSE,66.93,1,Allen,1.6,Low,PG,Urban,Low,No,No,1
92.93,95.32,67.98,State,71.67,2,Local,5.9,Mid,PG,Rural,High,Yes,Yes,0
72.58,41.52,66.17,CBSE,50.58,1,FIITJEE,8.0,High,Graduate,Semi-Urban,Medium,No,Yes,0
78.2,64.04,73.79,ICSE,69.09,2,Local,5.6,Low,Graduate,Rural,Low,Yes,Yes,0
85.32,51.46,63.04,CBSE,67.96,2,FIITJEE,7.9,Mid,Graduate,Urban,High,No,No,0
57.7,75.67,57.77,CBSE,80.57,2,Local,6.1,High,Upto 10th,Rural,Low,No,No,0
78.63,40.13,75.32,CBSE,73.42,1,Local,5.9,High,Upto 10th,Rural,Low,No,Yes,0
68.25,71.54,66.27,ICSE,81.39,2,FIITJEE,3.5,High,12th,Rural,Low,No,Yes,0
83.85,55.92,68.4,CBSE,50.0,2,Allen,5.1,High,Graduate,Semi-Urban,Medium,Yes,Yes,0
42.22,54.25,81.07,State,66.61,2,Allen,4.4,High,Graduate,Semi-Urban,Low,Yes,No,0
70.61,42.86,66.63,ICSE,80.56,1,None,4.4,Mid,Upto 10th,Semi-Urban,High,No,Yes,0
63.56,58.56,68.18,ICSE,71.91,2,FIITJEE,4.0,High,12th,Semi-Urban,High,No,Yes,0
78.05,83.35,60.8,State,83.45,1,Allen,5.0,Low,12th,Semi-Urban,Low,Yes,No,1
78.58,65.6,73.17,ICSE,56.95,1,Allen,1.9,Mid,Graduate,Rural,Medium,Yes,Yes,0
62.09,76.04,72.2,CBSE,82.31,1,FIITJEE,6.1,Mid,PG,Rural,High,Yes,Yes,0
62.03,92.63,78.81,ICSE,68.61,1,Allen,2.7,High,12th,Semi-Urban,Medium,Yes,Yes,0
70.45,70.22,61.05,State,67.64,1,FIITJEE,4.0,High,12th,Semi-Urban,Medium,Yes,Yes,0
59.45,57.06,62.51,ICSE,84.91,2,Allen,5.2,Mid,Graduate,Rural,High,Yes,Yes,0
83.79,73.48,77.51,State,86.62,1,Local,2.6,Low,Graduate,Urban,High,No,No,1
66.83,57.29,71.03,ICSE,85.35,2,FIITJEE,0.6,Mid,Graduate,Rural,Medium,Yes,No,0
31.3,57.93,57.13,State,95.39,2,FIITJEE,3.7,Mid,Upto 10th,Semi-Urban,Low,Yes,No,0
66.75,41.68,83.68,ICSE,87.67,1,Allen,1.6,High,Graduate,Rural,Medium,Yes,Yes,0
57.46,80.82,47.62,CBSE,67.05,1,FIITJEE,5.9,Low,PG,Semi-Urban,High,No,Yes,0
49.16,59.82,77.41,State,76.42,1,None,2.2,High,PG,Rural,Medium,No,No,0
54.68,68.91,52.82,State,71.4,2,None,7.5,High,12th,Rural,High,No,No,0
73.53,49.42,90.63,ICSE,95.29,2,FIITJEE,4.5,High,Upto 10th,Rural,Low,No,No,0
90.6,72.98,49.46,ICSE,86.05,2,None,4.6,High,12th,Urban,Low,Yes,No,0
76.38,53.81,81.83,ICSE,73.11,2,Allen,0.5,Low,Upto 10th,Rural,Low,Yes,Yes,0
63.51,63.73,67.02,CBSE,83.78,2,Allen,4.8,High,Graduate,Rural,Low,Yes,Yes,0
78.38,80.05,63.6,ICSE,62.68,2,FIITJEE,4.3,High,12th,Urban,Low,Yes,No,0
65.57,78.65,70.22,State,77.5,2,Allen,1.9,Low,PG,Rural,High,No,No,1
62.28,65.65,75.58,ICSE,65.62,2,Allen,4.7,Mid,Upto 10th,Urban,Medium,No,No,0
55.84,37.71,57.15,CBSE,58.11,2,None,3.7,High,12th,Urban,Low,Yes,Yes,0
47.47,100.0,58.21,ICSE,82.85,1,Allen,4.1,Mid,PG,Urban,High,No,No,0
66.54,93.93,75.8,ICSE,84.09,2,Allen,4.6,High,PG,Rural,Medium,No,No,0
74.21,77.56,47.51,State,79.57,1,None,3.6,High,Graduate,Semi-Urban,Medium,Yes,Yes,0
70.65,53.95,60.99,ICSE,73.17,1,Local,5.0,Low,Upto 10th,Rural,Low,No,Yes,0
66.18,64.18,100.0,CBSE,62.34,2,FIITJEE,4.3,Low,12th,Semi-Urban,Low,Yes,Yes,0
58.76,57.31,56.38,ICSE,63.39,2,FIITJEE,5.4,Mid,PG,Semi-Urban,Medium,No,Yes,0
80.52,86.22,81.77,ICSE,65.31,2,Local,3.4,High,Upto 10th,Urban,Medium,Yes,No,0
53.56,70.2,60.97,State,72.66,2,None,2.4,Low,Graduate,Urban,High,Yes,Yes,0
82.86,53.45,74.11,ICSE,85.76,2,None,3.1,High,Upto 10th,Urban,Low,Yes,No,0
57.97,58.47,75.85,State,85.6,2,Allen,7.4,High,Upto 10th,Urban,Medium,Yes,Yes,0
61.47,83.94,81.55,State,58.51,1,Allen,6.4,Mid,12th,Rural,Medium,Yes,No,0
51.47,91.6,65.6,ICSE,68.07,1,FIITJEE,6.9,High,Upto 10th,Rural,Low,No,No,0
64.98,90.45,91.87,State,67.8,2,FIITJEE,7.1,Low,Graduate,Semi-Urban,High,Yes,No,1
85.65,78.11,60.93,State,50.0,1,None,3.6,Mid,PG,Rural,High,Yes,Yes,0
79.22,61.96,70.81,ICSE,80.66,1,Allen,5.1,Low,12th,Rural,Low,No,Yes,0
85.7,14.14,70.94,ICSE,72.54,1,None,4.7,Mid,PG,Semi-Urban,High,No,Yes,0
79.31,70.75,54.54,CBSE,73.87,1,Local,5.8,Mid,Upto 10th,Rural,High,No,No,0
56.55,65.97,64.57,CBSE,88.46,1,FIITJEE,3.9,High,Graduate,Rural,High,No,Yes,0
67.37,68.24,69.94,State,75.88,1,FIITJEE,4.7,Mid,PG,Urban,Medium,Yes,Yes,0
61.08,66.86,62.81,State,70.69,2,None,4.6,Mid,Graduate,Urban,Medium,Yes,Yes,0
